Id,SalePrice
1461,124221.01325576025
1462,152810.20884079102
1463,181011.21466620654
1464,190812.6438450466
1465,195661.3103596129
1466,183614.73514358947
1467,172680.8370302401
1468,171252.00657885414
1469,185712.86961617292
1470,128764.91570021892
1471,202501.6727828877
1472,94109.68665749433
1473,98393.05672462207
1474,146876.68559840223
1475,139807.86922429656
1476,380222.86331023637
1477,260079.99536933468
1478,306968.7219639646
1479,276379.11248323874
1480,473512.901574863
1481,295502.1220866703
1482,209221.11883749187
1483,183388.72503496762
1484,172878.75004495576
1485,189601.46227964477
1486,200783.81150856795
1487,381599.7152494091
1488,233456.63399996047
1489,206500.08881856228
1490,228878.41861087873
1491,191479.84826485437
1492,87767.98225386144
1493,200256.51227790612
1494,303671.7407425347
1495,283231.8864541848
1496,246004.76745103035
1497,185213.10371050457
1498,158605.73842644048
1499,163892.52894385476
1500,164394.59823386415
1501,164895.5040686203
1502,160981.6857793981
1503,313282.90306317527
1504,228366.4195416788
1505,220625.30892107988
1506,179402.9217521702
1507,248851.57429415302
1508,183771.4760865705
1509,164794.82741148886
1510,145682.41876144282
1511,144198.3772823785
1512,168358.26283624562
1513,138180.05167380394
1514,167293.88692155268
1515,171208.72170015657
1516,153149.15208108776
1517,165119.20979672403
1518,119994.24172940146
1519,233583.29139085597
1520,133750.7109065784
1521,137807.2456031604
1522,164454.66698050493
1523,105095.27050307229
1524,115371.84243559833
1525,125178.1202653602
1526,122360.75672805651
1527,99495.69086202316
1528,136101.13754202175
1529,155183.03897308724
1530,188641.4006804678
1531,101803.20182927356
1532,96602.16724928563
1533,144548.80651635383
1534,123664.05858741545
1535,158668.48615099193
1536,118174.04244022138
1537,74633.38903623435
1538,202427.8172374827
1539,196111.13263905147
1540,91400.17595125716
1541,141077.23960906445
1542,130874.10548778289
1543,220883.17500960987
1544,86676.84839036003
1545,108423.97569624303
1546,127360.22625836603
1547,136176.9107030948
1548,129575.01585265368
1549,126637.68811298706
1550,137947.18379005668
1551,105296.67049659404
1552,140142.37057626204
1553,146491.73635414123
1554,113219.40715059225
1555,156658.97890375782
1556,83314.50087994938
1557,120023.6854461801
1558,95954.66746873669
1559,74780.01753952733
1560,134209.0650560428
1561,122355.93264828142
1562,126547.72000894153
1563,118639.83888302869
1564,151661.00307481014
1565,151402.59575002125
1566,296125.8806066204
1567,78889.69086842243
1568,220113.3000389686
1569,154649.62352707607
1570,147839.78566863135
1571,119298.98910695859
1572,152558.0314975066
1573,268058.16598696774
1574,109021.35980402086
1575,236611.38117639712
1576,212061.3134524963
1577,195210.03245996163
1578,155940.89615891644
1579,145402.82700153487
1580,197382.0361596919
1581,146709.76798197025
1582,130270.84454370006
1583,322416.0061472733
1584,233771.43021118292
1585,137215.39115614156
1586,84166.75193189195
1587,108473.35154880637
1588,166489.8172575889
1589,102229.18897618362
1590,126883.63940051422
1591,89604.0671729675
1592,116655.51926812128
1593,135862.5389196653
1594,134664.91986112995
1595,124583.20257520194
1596,250885.19982446005
1597,209953.51988138823
1598,222060.73282151253
1599,179216.39637277575
1600,184654.32636291278
1601,78934.67434508586
1602,115210.34668862689
1603,107035.5494792788
1604,277931.5424711596
1605,252125.50657223797
1606,176763.55622464826
1607,143860.55206645603
1608,194917.2280756262
1609,181659.4470538091
1610,148599.8834803571
1611,136935.87685830856
1612,163256.25705772353
1613,158031.12581276364
1614,119506.00408481041
1615,85727.86319851817
1616,74207.3177659433
1617,93754.8127066473
1618,118514.19549043622
1619,141361.87895034984
1620,165660.3148627378
1621,136418.2907608927
1622,140144.99887094318
1623,304776.41521782626
1624,198387.02798833812
1625,132189.25804530078
1626,172936.97447313624
1627,190620.99034242277
1628,284247.4097637714
1629,179949.46515079276
1630,405678.69250946963
1631,231310.0305647406
1632,235290.70592466762
1633,171426.15909493234
1634,181619.8606360993
1635,188480.90338444227
1636,160730.9350554943
1637,197451.01571216673
1638,198559.0907767954
1639,177351.5425213633
1640,252859.97790539698
1641,168345.81249427036
1642,219372.10603558828
1643,219236.70105215602
1644,248312.62255303623
1645,204561.7804819686
1646,162207.1511295078
1647,165336.85119231007
1648,127191.3940154789
1649,130184.91764057323
1650,120385.17469870062
1651,119188.4727033057
1652,94696.88783401196
1653,98675.81730168016
1654,148614.4459137086
1655,165134.07201583905
1656,142598.8293432689
1657,149096.0016708663
1658,142084.36649732152
1659,144945.45241169806
1660,156089.94440717838
1661,395816.5744061185
1662,379713.683922096
1663,408438.2359597615
1664,419079.8346018078
1665,333781.01958240155
1666,363709.12719317124
1667,383660.833243638
1668,342663.0106035475
1669,312503.5091471271
1670,356147.8073751425
1671,253271.7195373655
1672,445831.8991865557
1673,289014.20122233446
1674,247561.12743379833
1675,184446.22084185676
1676,179888.58950872038
1677,213862.9624573334
1678,384987.2982854659
1679,421026.6913960279
1680,365464.2243276368
1681,290048.9217914162
1682,297010.6938671607
1683,177990.42796919154
1684,169045.34758735952
1685,172768.46029689288
1686,172739.1305192185
1687,168085.26741096558
1688,182832.7065887493
1689,188354.321779428
1690,184412.26350213957
1691,180371.32116520967
1692,279191.4219763603
1693,173944.77405239953
1694,189024.2199758453
1695,166019.91086439253
1696,272034.6726510135
1697,168130.7833939961
1698,358291.68102584535
1699,316623.07467786013
1700,239500.44106832263
1701,271830.1525048614
1702,260268.44297202927
1703,257456.81913126542
1704,292384.9247232095
1705,240825.77264671572
1706,387655.1217667807
1707,229543.83249544734
1708,221866.2889222833
1709,315046.4553258968
1710,210180.61679707264
1711,260903.9606471815
1712,250157.67555242343
1713,263388.380379221
1714,221763.85802195576
1715,210877.81624420566
1716,187390.50199466132
1717,176096.73008931475
1718,136093.93810330413
1719,211032.90871054874
1720,244604.53516607458
1721,176812.3569850396
1722,129746.66342007228
1723,152441.1225096596
1724,218707.42853544393
1725,236667.8740553622
1726,194670.07975018956
1727,162248.829856954
1728,164568.49818535103
1729,167872.5528047426
1730,170828.9818581131
1731,119897.72372358775
1732,128187.06524289638
1733,113148.48222244359
1734,110242.4489067692
1735,131526.40162701797
1736,122285.1488034791
1737,396803.6374451911
1738,221182.7181786813
1739,250053.894690064
1740,230007.12985436604
1741,185493.75786675746
1742,163565.44815686223
1743,163300.09222290848
1744,311398.50987012946
1745,242576.70451067435
1746,189126.53893780062
1747,198671.39425355915
1748,224017.14430755578
1749,155220.21265115717
1750,122145.61989520332
1751,237371.28520408444
1752,119086.86717192271
1753,137583.4131434351
1754,204740.14520155487
1755,177794.8298031387
1756,136595.96103740262
1757,121415.48159004407
1758,149335.42161309932
1759,154405.04953666794
1760,170721.1270210128
1761,143895.53275601755
1762,181571.93542423449
1763,172342.6434243027
1764,119393.99679061554
1765,154771.87203308745
1766,186153.84209901653
1767,214128.56227542632
1768,145319.60557511487
1769,182547.72631220843
1770,148411.74549132836
1771,134735.24343716685
1772,128546.09833011193
1773,124026.62459864031
1774,113474.32783527004
1775,128353.52971026898
1776,119456.54873819643
1777,114064.5638098914
1778,140427.3343080546
1779,114276.02636426018
1780,170799.5541096521
1781,139149.29409311654
1782,97542.33613012159
1783,140778.99920766547
1784,100425.41762424992
1785,123613.741096475
1786,151297.27175904348
1787,155001.87144473472
1788,59716.11219977516
1789,112547.20531668927
1790,91788.40695141042
1791,201176.86475145884
1792,144302.76241661402
1793,143146.58624473208
1794,161112.27896672516
1795,130496.2506341051
1796,130193.87440664104
1797,111042.69338951539
1798,128351.99247356011
1799,113060.59047464246
1800,127959.91347873869
1801,126952.02559866602
1802,132327.2673081107
1803,145077.9549688664
1804,142133.91874200886
1805,140817.13638943707
1806,121365.58566286828
1807,125859.38353979876
1808,132606.16168660476
1809,118821.52756074647
1810,145064.18215149597
1811,91958.62928548873
1812,99633.67542007928
1813,118983.79397612631
1814,104499.5794195099
1815,54114.77424994616
1816,97072.82201962343
1817,105635.24337870213
1818,129755.20946383866
1819,121453.205884235
1820,40002.59647753942
1821,109485.4679738579
1822,150286.66891306714
1823,47669.01914341915
1824,120694.928912281
1825,133642.63776567194
1826,96755.05167548914
1827,108565.99132365557
1828,142375.813132173
1829,111480.27595933061
1830,144981.71915636866
1831,150596.8637578666
1832,96177.25479760164
1833,113027.61220490179
1834,114688.43613664337
1835,144586.55413426677
1836,129069.39200726313
1837,92155.42268801804
1838,129255.11753634806
1839,87789.32182165068
1840,172270.6259231912
1841,146047.30899962055
1842,89342.21664541919
1843,140827.70181024377
1844,152435.4105851702
1845,128274.92818966003
1846,172121.5606018201
1847,130750.86907690046
1848,52579.88229509446
1849,102040.69460041545
1850,113387.93344652225
1851,156664.96973662786
1852,130582.14286708536
1853,124501.11261055527
1854,176615.34160579322
1855,164771.94154934204
1856,209267.22131681626
1857,162840.87149481542
1858,141819.66611504898
1859,117744.05955553478
1860,151929.83081883477
1861,117744.05955553478
1862,283585.55408634286
1863,278392.8200162979
1864,278392.8200162979
1865,331788.76990197727
1866,359229.1678975378
1867,255870.61753227713
1868,310136.56019891007
1869,201415.06240805637
1870,254183.57283206074
1871,257467.02604713987
1872,171600.97116721544
1873,253172.40996730106
1874,147830.25250195753
1875,227227.17549328454
1876,193277.38547738036
1877,215396.52985333584
1878,203465.50044586553
1879,139536.71641501883
1880,129052.72150234299
1881,242764.71719161354
1882,266353.2441660682
1883,197321.84308371865
1884,205587.53173662836
1885,294038.56044311664
1886,306219.34985340503
1887,217605.73508179552
1888,316897.32031490793
1889,175694.44256031277
1890,135617.33524280443
1891,136738.26244149616
1892,104136.5274739209
1893,136181.96233342466
1894,113560.11579966715
1895,131664.28260502862
1896,133940.21989396913
1897,135057.02885331144
1898,114680.12569219255
1899,153815.71758747552
1900,157560.9480161577
1901,167785.7681540854
1902,141163.4507078233
1903,222969.29374232172
1904,139248.4329402685
1905,192867.889108384
1906,163083.23559716102
1907,180977.81990389648
1908,127912.79303670034
1909,144099.22432139012
1910,126448.64785169042
1911,200387.53700988746
1912,265660.869603836
1913,129608.1560863827
1914,75232.56412331552
1915,315516.9396394109
1916,63198.42425677978
1917,270232.68580712227
1918,139912.0267718966
1919,178693.40157316436
1920,137954.8108310459
1921,431920.49780607695
1922,346813.55606896116
1923,188018.90358351602
1924,228657.82572033998
1925,195789.6095370572
1926,370271.3818946191
1927,138012.55850541696
1928,156036.02066874987
1929,120023.48523843999
1930,140466.11705420006
1931,151508.36182528746
1932,137500.31214226192
1933,182391.73464766567
1934,181122.9321554131
1935,182396.23121681873
1936,183410.73718087657
1937,186006.5773742119
1938,161368.88581862586
1939,254117.3339091292
1940,192497.7408610369
1941,172267.22848338945
1942,186688.41763796486
1943,214021.69141342683
1944,350806.39266114327
1945,406155.4442412317
1946,166362.91441330823
1947,323632.3648664638
1948,191715.3488732335
1949,243065.16525205915
1950,175128.48839747132
1951,266618.28207575815
1952,220756.91053297295
1953,168864.24525953838
1954,176731.64510199722
1955,132861.1230384759
1956,292343.26950874634
1957,156257.91558474078
1958,312078.32227607083
1959,130810.32124375107
1960,112615.77087019147
1961,114741.3506874468
1962,93370.60527007234
1963,105281.1399184179
1964,96965.17261229579
1965,136392.50777416624
1966,153377.27113329814
1967,302615.64085642516
1968,411075.72528413945
1969,407071.90189823264
1970,413732.5762714975
1971,439065.84365586156
1972,356830.82990310836
1973,259723.87770695915
1974,320363.74976964854
1975,441989.1859997526
1976,274703.99505017867
1977,379159.99810937914
1978,350942.415555613
1979,353778.5274966746
1980,198206.93876258805
1981,358054.3699046442
1982,239361.36060637754
1983,203314.74046945322
1984,160723.1764879447
1985,217210.373553174
1986,195695.48224364896
1987,183847.9795402332
1988,174647.10193378164
1989,200833.9177741455
1990,218301.61435172745
1991,228507.1739071948
1992,215729.71256595672
1993,166686.63127831247
1994,230937.34356502633
1995,184035.87079285062
1996,257186.70215957664
1997,351647.14155772375
1998,325405.3849059239
1999,270157.31617957517
2000,304828.78099749016
2001,257674.85383119632
2002,229698.74519787068
2003,248747.69021286748
2004,256204.2683864366
2005,239033.6907287038
2006,248649.6345297849
2007,248125.54104826384
2008,212503.52734216762
2009,183181.83802494576
2010,193428.22907575243
2011,139817.79381491177
2012,182613.48512227318
2013,180177.1362547607
2014,183851.39536797014
2015,208393.90216416965
2016,184784.14327788944
2017,208022.80224915003
2018,125979.49104843105
2019,137800.58753946528
2020,111895.34958737608
2021,103465.93930426627
2022,179364.83296780084
2023,159030.68336173124
2024,230289.46506325481
2025,367296.8375577421
2026,180154.57530870786
2027,159302.67026186516
2028,153157.10748931626
2029,172232.9839654924
2030,283629.9197454055
2031,266767.95665047487
2032,312723.3036848051
2033,272592.62123230955
2034,163701.19486627943
2035,225652.08055932398
2036,202516.74586692115
2037,230297.38186374636
2038,260791.91586531355
2039,231645.8895029408
2040,328633.9710397042
2041,288216.64677918673
2042,200341.92520439095
2043,172834.26860764888
2044,177434.55521202
2045,220277.12971401573
2046,139669.85929270874
2047,146299.81596156154
2048,135463.66755294532
2049,132277.27802896663
2050,202634.91706552895
2051,110674.93017766128
2052,130438.92830709483
2053,149552.01279803208
2054,93561.47932006385
2055,149244.4990112517
2056,140788.57995872744
2057,131076.6558913842
2058,228884.41752751885
2059,136319.88285504378
2060,154363.7700722001
2061,178872.15251493853
2062,132032.60395648115
2063,116087.02261008676
2064,134921.68994555422
2065,121102.74083246822
2066,156217.07195149767
2067,87781.12607574933
2068,120334.06492443255
2069,92815.76558776895
2070,118185.44065840285
2071,98098.37876287084
2072,124952.48298344098
2073,152267.0945669919
2074,191940.45744073862
2075,148407.80957769652
2076,126450.21084956902
2077,150992.2064708669
2078,125728.34683725376
2079,129056.77304250961
2080,112921.47979062462
2081,124497.9920980987
2082,129824.7454730665
2083,126737.76856910116
2084,110348.3305503907
2085,125960.217780182
2086,120154.6221780692
2087,116540.54754835738
2088,106209.54122862709
2089,87495.06919843121
2090,120729.35134851073
2091,116318.43307495123
2092,116122.20365777815
2093,109657.44520686008
2094,135060.79313373676
2095,157519.29594853058
2096,79555.90232975059
2097,107272.64974720645
2098,146708.91428014342
2099,69932.04084347168
2100,59055.280994668276
2101,124935.66233695169
2102,119249.68393599268
2103,102682.59004465702
2104,111300.48471415184
2105,103961.9740433508
2106,74060.07266875688
2107,262480.1359518655
2108,114845.77583769748
2109,114480.04635982381
2110,125408.89289850307
2111,145808.11767014154
2112,142001.6370184927
2113,122893.96240145854
2114,103311.06909426687
2115,151522.99629495916
2116,130268.70231388776
2117,135914.67808868174
2118,122512.55897744636
2119,107626.01379762885
2120,120812.0070055464
2121,101908.91571915467
2122,114163.72364779442
2123,88541.16100525697
2124,159056.12906894297
2125,124122.16945724048
2126,146770.40106714074
2127,145516.42603760865
2128,112982.83000107683
2129,101668.69088563048
2130,132223.33056244339
2131,155315.681002278
2132,128545.0170492677
2133,130055.08426049197
2134,123727.67817004766
2135,97439.52593186041
2136,71747.57236403532
2137,123762.20424466151
2138,135180.7374890134
2139,163125.55095461564
2140,149286.03878228102
2141,158358.8422943193
2142,133116.72993535254
2143,134461.54508898855
2144,139764.51186647473
2145,147951.17063203081
2146,174828.79237661915
2147,121447.16954172945
2148,120280.75261123668
2149,137696.24738971094
2150,233900.07917329142
2151,118063.0765744114
2152,175740.83026978368
2153,163377.91051073707
2154,101494.56388266644
2155,143015.9660006798
2156,240631.3264885896
2157,228899.78695851474
2158,231492.05769848858
2159,173041.4209442814
2160,169401.3148366686
2161,245895.01100807532
2162,403477.0974267244
2163,344636.803824693
2164,246133.84372280826
2165,175902.9156553733
2166,149186.53290513987
2167,240800.77986101445
2168,202741.27059225575
2169,201722.6028846642
2170,218979.87249576428
2171,141602.79301106828
2172,143282.312402608
2173,140975.1706784465
2174,220792.61308900733
2175,314451.1936491484
2176,355231.66548093973
2177,245963.53230767304
2178,214812.49036568598
2179,137322.08295394402
2180,214102.7213475369
2181,192213.1826138114
2182,218326.1126693464
2183,194133.1845336636
2184,122642.2750269402
2185,112030.695424526
2186,151580.37232944192
2187,162984.34408557563
2188,161872.6370600257
2189,189450.03576924955
2190,75871.26299824755
2191,73663.66741802356
2192,93273.77660262786
2193,116494.22514484514
2194,103010.83312060405
2195,114975.053540693
2196,101967.94398337553
2197,115603.60556196178
2198,153880.53757830957
2199,190699.96949836102
2200,154400.96478430394
2201,145841.0103734607
2202,219171.28955126012
2203,154264.28072918742
2204,168462.2254257829
2205,114845.52299769157
2206,143378.6955589293
2207,236200.91072487202
2208,250714.18750897728
2209,211982.13694208377
2210,130091.3428333294
2211,120634.40092849756
2212,113315.61676660027
2213,114664.88249396018
2214,108055.37761022802
2215,106505.16563537398
2216,159845.32051229765
2217,99568.4939662928
2218,76710.87159914002
2219,74428.6033018522
2220,89841.19590310942
2221,321873.2285656784
2222,228804.02506656596
2223,271503.8785350563
2224,215575.87750078767
2225,138098.35935904362
2226,189054.53651224403
2227,175065.89181355247
2228,270678.01061665756
2229,236553.8520166956
2230,152295.27577637418
2231,214018.8573659876
2232,180655.03176604558
2233,175944.29974079912
2234,250632.3160788165
2235,210189.01245243187
2236,265976.6587511917
2237,319866.50775080756
2238,210396.92050649002
2239,111824.32712703281
2240,164805.68056028694
2241,153627.53410211625
2242,125496.69330998193
2243,110951.42126943302
2244,106769.02992668949
2245,105931.1597870286
2246,137903.26282422568
2247,101883.23085307576
2248,121926.24306501728
2249,127740.44846804628
2250,131604.13465789906
2251,115512.14299756254
2252,173850.0054996159
2253,162108.19339612572
2254,178364.94210825217
2255,187873.43620309667
2256,180071.79823598772
2257,197850.08134974889
2258,178101.92329468942
2259,179653.61140104398
2260,182020.7081740744
2261,193902.68282923324
2262,233144.96329138734
2263,378892.9950210618
2264,462769.2616027304
2265,154047.51241707237
2266,318763.6714420741
2267,370964.4408435249
2268,401644.2615949174
2269,148364.9976564751
2270,190408.46999557217
2271,232178.75776035627
2272,180376.7047436604
2273,162589.47702675138
2274,187062.83897773726
2275,182430.8066907254
2276,187784.49768141122
2277,204381.57873314826
2278,141981.19185698527
2279,136110.20230078162
2280,129810.41839578669
2281,177473.94820289806
2282,193145.3682477576
2283,107213.65992736712
2284,109673.92505851972
2285,155413.24649970952
2286,123167.43363190143
2287,346714.50658332196
2288,274344.1201407353
2289,361906.74864554935
2290,441222.9551082576
2291,324323.5664021324
2292,423740.80760965706
2293,467227.09007189027
2294,381562.77377321693
2295,435105.92376883305
2296,275977.85951624333
2297,321213.71452778985
2298,342612.5706257345
2299,383917.763479893
2300,331404.3160693421
